id,latex,language,pronunciation
19225,"Q(t,\delta_*(t)) = (\delta_*(t)^{-1}H)^\frac{3}{8}.",eng,Q t comma delta star t equals open bracket delta star t to the power of negative one times H closed bracket to the power of three eighths.
19228,"U(a,b,z)=z^{1-b}U(1+a-b,2-b,z).",eng,"u of a, b, z equals z to the power of one minus b, u of one plus a minus b, two minus b, z."
19229,"U(a,b,z)=z^{1-b}U(1+a-b,2-b,z).",eng,"u a comma b comma z is equal to z raised to the one minus b power, times u of one plus a minus b, comma two minus b, comma z."
19232," -d_0 = \beta - \alpha \nu_1, -d_1 = \gamma - \alpha \nu_0 .",eng,"Minus d sub zero equals beta minus alpha nu sub one, minus d sub one equals gamma minus alpha nu sub zero."
19233," -d_0 = \beta - \alpha \nu_1, -d_1 = \gamma - \alpha \nu_0 .",eng,"Negative d naught equals beta minus alpha nu one, negative d one equals gamma minus alpha nu naught."
19236,"W_4=x^{1-c}(1-x)^{c-a-b}\ _2F_1(1-a,1-b,2-c,x)",eng,W subscript four equals x raised to the power of open parenthesis one minus c close parenthesis multiplied by open parenthesis one minus x close parenthesis raised to the power of open parenthesis c minus a minus b close parenthesis two subscript F subscript one of open parenthesis one minus a comma one minus b comma two minus c close parenthesis subscript open parenthesis x close parenthesis
19237,"W_4=x^{1-c}(1-x)^{c-a-b}\ _2F_1(1-a,1-b,2-c,x)",eng,"W four equals x to the one minus c times one minus x raised to the power of c minus a minus b, multiplied by the hypergeometric function two F one of one minus a, one minus b, two minus c, x."
19240," S_{XYZ} = \langle \nabla_{X}Y,Z\rangle = \langle [X,Y],Z\rangle. ",eng,"S sub XYZ equals the inner product of the covariant derivative of Y with respect to X, and Z equals the inner product of the Lie bracket of X and Y, and Z."
19241," S_{XYZ} = \langle \nabla_{X}Y,Z\rangle = \langle [X,Y],Z\rangle. ",eng,S sub-script XYZ equals angle brackets nabla sub X Y comma Z angle brackets equal angle brackets left bracket X comma Y right bracket comma Z angle brackets.
19244,"Y = {\rm diag} \left ( +{1\over 3}, +{1\over 3}, +{1\over 3}, -{1\over 2},-{1\over 2} \right ) \ .",eng,"Y equals the diagonal matrix of positive one-third, positive one-third, positive one-third, negative one-half, negative one-half."
19245,"Y = {\rm diag} \left ( +{1\over 3}, +{1\over 3}, +{1\over 3}, -{1\over 2},-{1\over 2} \right ) \ .",eng,"Y equals diagonal matrix, open parenthesis, positive one over three, positive one over three, positive one over three, negative one over two, negative one over two, close parenthesis."
19248,f_q=\sum_{j=1}^Nf_q^{\gamma_j}.,eng,f_q equals the sum from j equals 1 to N of f_q raised to the power of gamma subscript j.
19249,f_q=\sum_{j=1}^Nf_q^{\gamma_j}.,eng,f sub q is equal to the summation where j starts at one and goes to N of f sub q to the gamma sub j.
19252,M = \frac{I_1 \cup I_3^{[3]}}{I_3^{[3]}}.,eng,M equals the fraction with top being I sub 1 union I sub 3 to the power of 3 and the bottom being I sub 3 to the power of 3.
19253,M = \frac{I_1 \cup I_3^{[3]}}{I_3^{[3]}}.,eng,"M is equal to the ratio of the union of I one and I three cubed, over I three cubed."
19256,"Q_{4m}=\langle a,b:a^m=b^2,\,a^{2m}=1,\,b^{-1}ab=a^{-1}\rangle.",eng,"Quadratic sub m equals the set of a, b such that a to the power of m equals b squared, a to the power of 2m equals one, b inverse a b equals a inverse."
19257,"Q_{4m}=\langle a,b:a^m=b^2,\,a^{2m}=1,\,b^{-1}ab=a^{-1}\rangle.",eng,"Q sub 4m equals the group generated by a and b, where a raised to the power m equals b squared, a to the power 2m equals one, and b inverse times a b equals a inverse."
19260," D^b\left((d)\right) =\Big\langle \boxtimes_{i=1}^k \mathbb{M}(d_i)_{w_i}\Big\rangle,",eng,"D superscript b of d equals the angle brackets of box times subscript i equals 1 to k of math double strike M of d subscript i subscript w subscript i, end of angle brackets."
19261," D^b\left((d)\right) =\Big\langle \boxtimes_{i=1}^k \mathbb{M}(d_i)_{w_i}\Big\rangle,",eng,"D to the power of b, with d, equals the expression enclosed in angle brackets of a box times from i equals one to k of the math blackboard bold M of d subscript i w subscript i"
19264, q \Psi(E(1+q x)) - \Psi(E) = (q-1) E(0) + \partial_x E(0). ,eng,English Variant 1: q psi of E open parenthesis one plus q x close parenthesis minus psi of E equals open parenthesis q minus one close parenthesis E of zero plus the partial of x of E of zero.
19265, q \Psi(E(1+q x)) - \Psi(E) = (q-1) E(0) + \partial_x E(0). ,eng,English Variant 2: q psi E times bracket one plus q x bracket closes minus psi of E equals q subtract one times E zero plus partial derivative with respect to x of E at zero.
19268,"\rho=1-\sum_{i=1}^{n}(X,E_{i})^{2}.",eng,rho equals one minus the sum from i equals one to n of the square of the inner product of X and E sub i.
19269,"\rho=1-\sum_{i=1}^{n}(X,E_{i})^{2}.",eng,rho is one subtract the summation from i equals one to n of open parenthesis X and E sub i close parenthesis squared.
19272,"g = \det g_{ab} \ , \ g_{ab} = \partial_{a} x^{\mu } \partial_{b} x^{\mu }",eng,"g equals the determinant of g sub a b, where g sub a b equals partial derivative of x superscript mu with respect to a times the partial derivative of x superscript mu with respect to b."
19273,"g = \det g_{ab} \ , \ g_{ab} = \partial_{a} x^{\mu } \partial_{b} x^{\mu }",eng,"g is the determinant of g-a-b, with g-a-b being the partial derivative of x to the power of mu with respect to a times the partial derivative of x to the power of mu with respect to b."
19276,"\overline{K(u)}=K(\overline{u})\,,",eng,overline K of u equals K of overline u comma
19277,"\overline{K(u)}=K(\overline{u})\,,",eng,K bar of u equals K of u bar comma
19280,"\sigma_1=\frac{d\tau}{\sqrt{\tau^2+\ell^2}},\qquad\sigma_2=\sqrt{\tau^2+\ell^2}\,d\theta.",eng,"sigma one equals the derivative of tau over the square root of tau squared plus ell squared, and sigma two equals the square root of tau squared plus ell squared times the derivative of theta."
19281,"\sigma_1=\frac{d\tau}{\sqrt{\tau^2+\ell^2}},\qquad\sigma_2=\sqrt{\tau^2+\ell^2}\,d\theta.",eng,"sigma one is equal to delta tau divided by the square root of tau squared plus ell squared, and sigma two is equal to the square root of tau squared plus ell squared multiplied by delta theta."
19284,"h_p(z)=\lim_{t\to\infty}\, -\frac{1}{t}\,\nu_p(F^t(z)).",eng,"""h sub p of z equals the limit as t approaches infinity of negative one over t times nu sub p of F to the t of z."""
19285,"h_p(z)=\lim_{t\to\infty}\, -\frac{1}{t}\,\nu_p(F^t(z)).",eng,"""h underline p bracket z equals limit as t goes to infinity of negative one over t multipled by nu underline p bracket F to the power t bracket z."""
19288,[a\bullet(b\wedge c)]=[a\bullet b]\wedge c+(-1)^{(|a|+1)|b|}b\wedge[a\bullet c].,eng,1. Open bracket a dot open parenthesis b wedge c close parenthesis close bracket equals open bracket a dot b close bracket wedge c plus negative one to the power of open parenthesis absolute value of a plus one close parenthesis times absolute value of b close parenthesis b wedge open bracket a dot c close bracket.
19289,[a\bullet(b\wedge c)]=[a\bullet b]\wedge c+(-1)^{(|a|+1)|b|}b\wedge[a\bullet c].,eng,2. Bracket a times parenthesis b meet c close parenthesis close bracket equals bracket a dot b bracket meet c plus parenthesis negative one superscript parenthesis bar a plus one end parenthesis times bar b end parenthesis b meet bracket a times c bracket.
19292,"b_0^{n,k}:= b_0^n + \frac{1}{k}.",eng,b zero to the power of n comma k is defined as b zero to the power of n plus one over k.
19293,"b_0^{n,k}:= b_0^n + \frac{1}{k}.",eng,b sub-zero to the n k equals b sub-zero n plus one divided by k.
19296,\sigma(C) = \sum_{I \in F} \phi_I (I_0^* \otimes I_0)\simeq \bigoplus_{I \in F'} m_I I_0.,eng,sigma of C equals the sum over I in F of phi sub I tensor product I naught star tensor I naught is approximately decomposable into a direct sum over I in F prime of m sub I times I naught.
19297,\sigma(C) = \sum_{I \in F} \phi_I (I_0^* \otimes I_0)\simeq \bigoplus_{I \in F'} m_I I_0.,eng,sigma of C is equal to the summation over I belonging to F of Phi sub I times the star of I zero tensor I zero is approximately equivalent to the direct sum over I in F prime of m sub I times I zero.
19300,"\langle \omega,\alpha \rangle = 0 \omega \in H_d(\Delta) V(\omega) \neq V.",eng,Angle omega comma alpha equals zero with omega in H sub d of delta where V of omega doesn't equal V.
19301,"\langle \omega,\alpha \rangle = 0 \omega \in H_d(\Delta) V(\omega) \neq V.",eng,Bracket omega comma alpha equals zero if omega belongs to H sub d of Delta and V of omega is not equal to V.
19304,\phi(a) = \psi_q(a) + (1 - h^-)\Phi'_q(a)(h_s^- - h^+) + (1 - h^-)R_s\Phi'_q(a)(h_s^+ - h_s^-).,eng,phi of a equals psi sub q of a plus open parenthesis one minus h to the power of negative one close parenthesis times capital phi prime sub q of a times open parenthesis h sub s to the power of negative one minus h to the power of positive one close parenthesis plus open parenthesis one minus h to the power of negative one close parenthesis times R sub s times capital phi prime sub q of a times open parenthesis h sub s to the power of positive one minus h sub s to the power of negative one close parenthesis.
19305,\phi(a) = \psi_q(a) + (1 - h^-)\Phi'_q(a)(h_s^- - h^+) + (1 - h^-)R_s\Phi'_q(a)(h_s^+ - h_s^-).,eng,phi of a equals psi q of a plus one minus h inverse phi prime q of a into open parenthesis h sub s inverse minus h parentheses plus one minus h inverse R sub s phi prime q of a into open parenthesis h sub s minus h sub s inverse close parenthesis.
19308,K_\omega(M\xi) = \begin{pmatrix} M & 0 \\ 0 & 1 \end{pmatrix} K_\omega (\xi) ,eng,"K sub omega of M xi equals the matrix with the first row M and zero, and the second row zero and one, times K sub omega of xi."
19309,K_\omega(M\xi) = \begin{pmatrix} M & 0 \\ 0 & 1 \end{pmatrix} K_\omega (\xi) ,eng,"K subscript omega evaluated at the product of M and xi is equal to the block matrix consisting of M and zero in the first row, and zero and one in the second row, multiplied by K subscript omega at xi."
19312," E:=G(k,0)^\dag G(k,0)+G'(k,0)^\dag G'(k,0)",eng,E is defined as G of k comma zero dagger G of k comma zero plus G prime of k comma zero dagger G prime of k comma zero.
19313," E:=G(k,0)^\dag G(k,0)+G'(k,0)^\dag G'(k,0)",eng,E colon equals G of k zero dagger G of k zero plus G prime of k zero dagger G prime of k zero.
19316, \Gamma(G\times H) = \Gamma(G)\boxtimes \Gamma(H). ,eng,Gamma of G cross H equals Gamma of G square box times Gamma of H
19317, \Gamma(G\times H) = \Gamma(G)\boxtimes \Gamma(H). ,eng,The gamma function of G times H equates to gamma G compounded boxwise with gamma H
19320,\frac{\partial}{\partial X^{\mu_0}}\psi^{\mu_{0}\mu_{1}\ldots\mu_{p}} = 0. ,eng,dee partial over dee X mu zero psi mu zero mu one dot dot dot mu pee equals zero
19321,\frac{\partial}{\partial X^{\mu_0}}\psi^{\mu_{0}\mu_{1}\ldots\mu_{p}} = 0. ,eng,partial derivative with respect to X mu zero of psi mu zero mu one through mu p is zero
19324,dv^{\mu}_{a}+\Gamma^{\mu}_{\nu\rho}v^{\nu}_{a}\circ dq^{\rho}=0,eng,dee vee mu subscript a plus Gamma mu subscript nu rho vee nu subscript a circle dee cue rho equals zero
19325,dv^{\mu}_{a}+\Gamma^{\mu}_{\nu\rho}v^{\nu}_{a}\circ dq^{\rho}=0,eng,d v superscript mu sub a plus big Gamma superscript mu sub nu rho v superscript nu sub a circle d q superscript rho equals zero
19328, \alpha:=\frac{us^2}{X^4k_3^2|m^{\ast}\tilde{m}|^2}.,eng,Alpha is equal to the fraction of u s squared over x to the power of four times k sub three squared times the absolute value of m star tilde m squared.
19329, \alpha:=\frac{us^2}{X^4k_3^2|m^{\ast}\tilde{m}|^2}.,eng,Alpha equals the fraction u s squared over x raised to the fourth power times k subscript three squared times the modulus of m star tilde m squared.
19332,(n_2+n_3+n_4)r_1+(n_1+n_3+n_4)r_2+(n_1+n_2+n_4)r_3+(n_1+n_2+n_3)r_4=0,eng,One: Open parenthesis n two plus n three plus n four close parenthesis r one plus open parenthesis n one plus n three plus n four close parenthesis r two plus open parenthesis n one plus n two plus n four close parenthesis r three plus open parenthesis n one plus n two plus n three close parenthesis r four equals zero.
19333,(n_2+n_3+n_4)r_1+(n_1+n_3+n_4)r_2+(n_1+n_2+n_4)r_3+(n_1+n_2+n_3)r_4=0,eng,Two: n sub two plus n sub three plus n sub four end quantity times r sub one plus n sub one plus n sub three plus n sub four end quantity times r sub two plus n sub one plus n sub two plus n sub four end quantity times r sub three plus n sub one plus n sub two plus n sub three end quantity times r sub four equal zero.
19336,"f=\sum_{m,n=0}^{\infty}f_m^n|m\rangle\langle n|\;.",eng,f equals the sum from m equals zero to infinity and n equals zero to infinity of f sub-m super-n times the outer product of m ket and n bra.
19337,"f=\sum_{m,n=0}^{\infty}f_m^n|m\rangle\langle n|\;.",eng,f is the double summation over m and n starting from zero to infinity of f sub-m n times m ket bra n.
19340,"|A(t,k,r)|< \binom{r-1}{t}.",eng,"Absolute value of A of t, k, r is less than the binomial coefficient of r minus 1 choose t."
19341,"|A(t,k,r)|< \binom{r-1}{t}.",eng,"The magnitude of A as a function of t, k, r is smaller than r minus 1 choose t in binomial terms."
19344,512 t^6 > 512 t^6\biggr\rvert_{t=0.6263716633 - 10^{-10}} > 30.92164387643 ,eng,Five hundred twelve times t to the sixth power is greater than five hundred twelve times t to the sixth power evaluated at t equals zero point six two six three seven one six six three minus ten to the power of negative ten is greater than thirty point nine two one six four three eight seven six four three.
19345,512 t^6 > 512 t^6\biggr\rvert_{t=0.6263716633 - 10^{-10}} > 30.92164387643 ,eng,"Five hundred and twelve t raised to the sixth is greater than five hundred and twelve t to the sixth at t equals zero point six two six three seven one six six three minus ten to the minus ten, greater than thirty point nine two one six four three eight seven six four three."
19348,"{\bf {2m+2n}} \, {\stackrel{SO(m,n)}{\longrightarrow}} \, {\bf { m+n}}\oplus {\bf { m+n}}",eng,2m plus 2n goes to m plus n direct sum m plus n under the action of SO m comma n
19349,"{\bf {2m+2n}} \, {\stackrel{SO(m,n)}{\longrightarrow}} \, {\bf { m+n}}\oplus {\bf { m+n}}",eng,Two m added to two n maps into m plus n direct sum m plus n in the context of SO of m and n
19352," A\cdot(c_t,\ldots,c_{h+g-1})^T=\vec{0}.",eng,A dot open parenthesis c sub t comma ellipsis comma c sub h plus g minus 1 closed parenthesis superscript T equals vector zero.
19353," A\cdot(c_t,\ldots,c_{h+g-1})^T=\vec{0}.",eng,A times the column vector of c sub t through to c sub h plus g minus 1 equals the zero vector.
19356,"C_1\sum_{i=1}^K \max\left((4/3)^{-i/2}s^{7/2},(4/3)^{-i}s^{7}\right)\ge C_2s^7.",eng,"C one sum from i equals one to K max of open bracket four thirds raised to negative i over two power s raised to seven over two power, or four thirds raised to negative i power s raised to seven power close bracket greater than or equal to C two times s raised to seven power."
19357,"C_1\sum_{i=1}^K \max\left((4/3)^{-i/2}s^{7/2},(4/3)^{-i}s^{7}\right)\ge C_2s^7.",eng,"C sub one times the summation from i equals one to K of the maximum of open parenthesis four-thirds to the negative i over two times s to the seven over two, or four-thirds to the negative i times s to the seventh close parenthesis greater than or equal to C sub two times s to the seventh."
19360,\frac{e^{\delta z} - e^{-\delta z}}{2\delta z} = 1 +O(\delta|z|).,eng,frac e to the power of delta z minus e to the power of negative delta z over 2 delta z equals 1 plus big O of delta times absolute value of z
19361,\frac{e^{\delta z} - e^{-\delta z}}{2\delta z} = 1 +O(\delta|z|).,eng,the difference of e to the delta z and e to the negative delta z divided by 2 delta z equals 1 plus order of delta times the magnitude of z
19364,"\frac{1}{\Phi([d_i, e_i])} = \frac{1}{\Phi(d_i)\Phi(e_i)}\sum_{u_i \mid d_i, e_i} g(u_i).",eng,One over Phi of the quantity di comma ei equals one over Phi of di times Phi of ei in parentheses times the sum over ui dividing di and ei of g at ui.
19365,"\frac{1}{\Phi([d_i, e_i])} = \frac{1}{\Phi(d_i)\Phi(e_i)}\sum_{u_i \mid d_i, e_i} g(u_i).",eng,"The reciprocal of Phi of the expression di and ei is equal to the reciprocal of Phi of di multiplied by Phi of ei in brackets, then take the sum of g of ui where ui divides both di and ei."
19368, d\bigl(\theta(A)^{-1}L_A\theta\bigr) = 0.,eng,dee of open parenthesis theta of a inverse times L sub A theta close parenthesis equals zero
19369, d\bigl(\theta(A)^{-1}L_A\theta\bigr) = 0.,eng,d open parenthesis theta of A to the power of negative one times L sub A theta close parenthesis equals zero
19372,"((A,B)\cdot a)(Z) = a(A^{-1}ZB)",eng,"Open parentheses, A comma B, close parentheses, dot a, open parenthesis, Z, close parenthesis equals a open parenthesis A inverse times Z, times B, close parenthesis."
19373,"((A,B)\cdot a)(Z) = a(A^{-1}ZB)",eng,"Start with left parenthesis, A followed by B within the parenthesis, then a multiplication by a, continuing with Z in parentheses equals a, then open parenthesis for A inverse multiplying Z and ending with multiplication by B, close parenthesis."
